id,description
2YhDTpzxd3c_174_180,"In the image, a person in a blue shirt is engaged in a playful activity, throwing a large brown ball into the air. The setting appears to be an outdoor area with trees and a swing set in the background, suggesting a casual, recreational environment."
2YhDTpzxd3c_223_232,"The image shows a man in a white tank top running outdoors. He appears to be in motion, possibly engaged in a physical activity such as jogging or sprinting. The background is out of focus, but it suggests a natural setting with greenery."
2YhDTpzxd3c_22_27,"In the image, a man in a black shirt and jeans is seen running down a dirt road. He is passing by a white and yellow truck with a sign on the front that reads ""Milk"". The truck is parked on the side of the road, and the man appears to be running towards it."
2YhDTpzxd3c_240_245,"The image shows a person lying on a stretcher in a room, surrounded by onlookers. The person is wearing a white garment and appears to be in a state of distress or discomfort. The room has a concrete floor and the lighting is dim, suggesting an indoor setting."
2YhDTpzxd3c_45_49,"The image captures a close-up view of a person's back, focusing on their muscular biceps. The person is wearing a gray tank top, and the background appears to be a gym or workout area."
2YhDTpzxd3c_98_101,"In the image, two individuals are performing a fire dance. The person on the left is wearing patterned pants and a sleeveless top, while the person on the right is wearing a white jacket and patterned pants. They are both standing in front of a large fire, with the person on the left holding a fire"
2jXxtQRy47A_30_38,"In the image, two wolves are seen in a grassy field with patches of snow. One wolf is walking towards the camera, while the other is slightly behind and to the side, both appearing alert and focused on something in the distance."
2jkExrrm_sQ_19_25,"The image captures a close-up view of an orange fish swimming in a body of water. The fish's vibrant color stands out against the greenish hue of the water, and it appears to be moving through the water, possibly in search of food or exploring its surroundings."
2mUMTFnQWaw_1_9,"The image shows a person riding a horse in an outdoor arena, with a fence and trees in the background. The rider is wearing a helmet and appears to be in motion, possibly trotting or cantering."
2xpIT0L4GqE_1_10,"In the image, two men are standing in a park. One man is wearing a purple shirt and black shorts, while the other man is wearing a blue shirt and jeans. The man in the blue shirt is holding a water bottle and appears to be offering it to the man in the purple shirt. The man in the"
30GeJHYoerk_121_126,"In the image, a person dressed in a dark shirt and shorts is captured in mid-air, leaping over a series of concrete steps. The steps are arranged in a zigzag pattern, and the person appears to be in the middle of a jump, with their arms outstretched and legs bent at the knees."
30GeJHYoerk_63_75,"The image shows a close-up of a person's hand holding a pencil, which is being used to draw on a white surface. The hand is wearing a black wristband."
30GeJHYoerk_80_85,"In the image, a person wearing a red shirt and khaki pants is skateboarding on a city street. The skateboarder is navigating through a series of orange traffic cones placed on the ground. In the background, there are tall buildings and a clear blue sky."
30PpKtVT8Z4_35_50,"A man is seated in a living room, playing an acoustic guitar. He is wearing a plaid shirt and appears to be focused on his music. The room has a staircase in the background, and there is a music stand with sheet music in front of him."
32_A0-er4Ws_16_20,"The image shows a close-up of a person's hand picking a ripe red tomato from a tomato plant. The background is filled with green leaves and other tomato plants, indicating a garden setting."
39Ce7I6nXIw_96_104,"In the image, a man in a gray shirt and cap is leading a brown horse with a white blaze on its face through a wooded area. The man is holding the horse's reins, and the horse appears calm and well-behaved as they move through the lush greenery."
3FnUTQMJVXI_31_36,"In the image, two kittens are playing with a pair of white sneakers on a carpeted floor. One kitten is on the left side of the image, and the other is on the right side. The kitten on the left is standing on the right side of the sneakers, while the kitten on the right is standing on"
3I9tSDU-OSk_17_22,"A baby in a pink outfit is seated in a high chair, being assisted by an adult whose arm is visible on the left side of the frame. The setting appears to be a domestic interior, possibly a kitchen or dining area."
3OPQqH3YlHA_50_54,"A person in a red shirt is peeling a potato on a kitchen counter, surrounded by a bowl of eggs and potatoes."
3SKyc0aKx70_46_52,"In the image, a man and a child are playing on a trampoline in a backyard. The trampoline is surrounded by green grass, and there are trees and a house visible in the background. The man and child appear to be enjoying their time together on the trampoline."
3_51FhosiVY_93_101,"The image shows a man lying on a bed, wearing a white shirt, and holding a mobile phone to his ear. He appears to be in a state of distress or surprise, as indicated by his facial expression and body language."
3chNlP5TeO8_0_10,"The image captures a fighter jet soaring through a clear blue sky, leaving a trail of smoke behind it. The jet is moving at high speed, as indicated by the smoke trail. The sky is mostly clear, with only a few clouds visible in the background."
3doK4FQM5-k_46_57,"A person is cooking in a kitchen, using a frying pan on a stove. The person is wearing a green shirt and an apron. The kitchen counter is cluttered with various items, including a bottle of dish soap and a dish drying rack."
3eqFFRSXwGE_84_96,"In the image, two dogs are engaged in a playful fight on a wooden floor. One dog is brown and the other is black. There is a green couch and a blue bucket in the background."
3ftaoFnhTyY_140_150,"The image shows the interior of a car from the perspective of the driver's seat. The steering wheel is prominently displayed in the foreground, and the dashboard is visible in the background. The car appears to be in motion, as suggested by the blurred scenery outside the window."
3lBHYoI5V8s_30_45,The image shows a close-up of a knife slicing a block of cheese on a white plate. The cheese has a creamy texture and is being cut into smaller pieces.
3mbBbFH9fAg_21_29,"The image shows a group of people standing in a garden, with one person holding a sign that reads ""The End is Nigh."" The garden is filled with red roses and other flowers, and there is a white picket fence in the background."
3n_Kqak2JdA_48_71,"The image is a still from a security camera showing a store with shelves stocked with various items. There are two people in the scene; one is standing near the shelves, and the other is partially visible on the right side of the frame. The store appears to be well-lit, and the items on the shelves are"
